Mun;CodIBGE;Tx_Roub2002;Tx_Roub2003;Tx_Roub2004;Tx_Roub2005;Tx_Roub2006;Tx_Roub2007;Tx_Roub2008;Tx_Roub2009;Tx_Roub2010;Tx_Roub2011;Tx_Roub2012;Tx_Roub2013;Tx_Roub2014;Tx_Roub2015;Tx_RoubVei2002;Tx_RoubVei2003;Tx_RoubVei2004;Tx_RoubVei2005;Tx_RoubVei2006;Tx_RoubVei2007;Tx_RoubVei2008;Tx_RoubVei2009;Tx_RoubVei2010;Tx_RoubVei2011;Tx_RoubVei2012;Tx_RoubVei2013;Tx_RoubVei2014;Tx_RoubVei2015;Tx_Latro2002;Tx_Latro2003;Tx_Latro2004;Tx_Latro2005;Tx_Latro2006;Tx_Latro2007;Tx_Latro2008;Tx_Latro2009;Tx_Latro2010;Tx_Latro2011;Tx_Latro2012;Tx_Latro2013;Tx_Latro2014;Tx_Latro2015;Tx_Furt2002;Tx_Furt2003;Tx_Furt2004;Tx_Furt2005;Tx_Furt2006;Tx_Furt2007;Tx_Furt2008;Tx_Furt2009;Tx_Furt2010;Tx_Furt2011;Tx_Furt2012;Tx_Furt2013;Tx_Furt2014;Tx_Furt2015;Tx_HomDol2002;Tx_HomDol2003;Tx_HomDol2004;Tx_HomDol2005;Tx_HomDol2006;Tx_HomDol2007;Tx_HomDol2008;Tx_HomDol2009;Tx_HomDol2010;Tx_HomDol2011;Tx_HomDol2012;Tx_HomDol2013;Tx_HomDol2014;Tx_HomDol2015;Tx_FurtVei2002;Tx_FurtVei2003;Tx_FurtVei2004;Tx_FurtVei2005;Tx_FurtVei2006;Tx_FurtVei2007;Tx_FurtVei2008;Tx_FurtVei2009;Tx_FurtVei2010;Tx_FurtVei2011;Tx_FurtVei2012;Tx_FurtVei2013;Tx_FurtVei2014;Tx_FurtVei2015;Tx_ExtoMS2002;Tx_ExtoMS2003;Tx_ExtoMS2004;Tx_ExtoMS2005;Tx_ExtoMS2006;Tx_ExtoMS2007;Tx_ExtoMS2008;Tx_ExtoMS2009;Tx_ExtoMS2010;Tx_ExtoMS2011;Tx_ExtoMS2012;Tx_ExtoMS2013;Tx_ExtoMS2014;Tx_ExtoMS2015;Tx_Exto2002;Tx_Exto2003;Tx_Exto2004;Tx_Exto2005;Tx_Exto2006;Tx_Exto2007;Tx_Exto2008;Tx_Exto2009;Tx_Exto2010;Tx_Exto2011;Tx_Exto2012;Tx_Exto2013;Tx_Exto2014;Tx_Exto2015;Tx_Este2002;Tx_Este2003;Tx_Este2004;Tx_Este2005;Tx_Este2006;Tx_Este2007;Tx_Este2008;Tx_Este2009;Tx_Este2010;Tx_Este2011;Tx_Este2012;Tx_Este2013;Tx_Este2014;Tx_Este2015;Tx_EntTra2002;Tx_EntTra2003;Tx_EntTra2004;Tx_EntTra2005;Tx_EntTra2006;Tx_EntTra2007;Tx_EntTra2008;Tx_EntTra2009;Tx_EntTra2010;Tx_EntTra2011;Tx_EntTra2012;Tx_EntTra2013;Tx_EntTra2014;Tx_EntTra2015;Tx_EntPosse2002;Tx_EntPosse2003;Tx_EntPosse2004;Tx_EntPosse2005;Tx_EntPosse2006;Tx_EntPosse2007;Tx_EntPosse2008;Tx_EntPosse2009;Tx_EntPosse2010;Tx_EntPosse2011;Tx_EntPosse2012;Tx_EntPosse2013;Tx_EntPosse2014;Tx_EntPosse2015;Tx_DelCorrup2002;Tx_DelCorrup2003;Tx_DelCorrup2004;Tx_DelCorrup2005;Tx_DelCorrup2006;Tx_DelCorrup2007;Tx_DelCorrup2008;Tx_DelCorrup2009;Tx_DelCorrup2010;Tx_DelCorrup2011;Tx_DelCorrup2012;Tx_DelCorrup2013;Tx_DelCorrup2014;Tx_DelCorrup2015;Tx_DelArmMun2002;Tx_DelArmMun2003;Tx_DelArmMun2004;Tx_DelArmMun2005;Tx_DelArmMun2006;Tx_DelArmMun2007;Tx_DelArmMun2008;Tx_DelArmMun2009;Tx_DelArmMun2010;Tx_DelArmMun2011;Tx_DelArmMun2012;Tx_DelArmMun2013;Tx_DelArmMun2014;Tx_DelArmMun2015
Mata;4312104;0;0;18,08972504;54,62490896;36,78499172;55,66895528;37,45318352;18,9107413;76,2195122;58,57087075;19,74723539;0;20,56766763;104,9979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,90830946;0;0;0;0;0;0;0;0;0;0;0;0;0;608,883;432,822;1230,101;1092,498;1158,727;1224,717;1310,861;1550,681;1657,774;1190,941;1224,329;1035,954;1522,007;1112,978;17,908;0;0;0;18,392;0;0;18,911;0;39,047;0;0;0;0;0;0;36,179;18,208;18,392;18,556;56,18;18,911;38,11;19,524;39,494;20,313;61,703;21;0;0;0;0;0;0;0;0;19,055;0;0;0;0;0;0;0;0;18,208;0;0;0;0;0;0;0;0;0;0;71,633;36,069;108,538;91,042;73,57;74,225;93,633;75,643;57,165;39,047;59,242;101,564;143,974;21;0;0;0;0;18,392;0;0;0;38,11;19,524;0;0;20,568;0;17,908;0;0;0;18,392;0;18,727;0;19,055;0;0;0;41,135;0;0;0;0;0;0;0;0;0;0;0;19,747;20,313;0;0;0;0;180,897;91,042;36,785;74,225;112,36;75,643;171,494;78,094;59,242;60,938;123,406;104,998
Mato Castelhano;4312138;120,7729469;80,09611534;79,96801279;39,9840064;157,9778831;276,8987342;234,9256069;77,85130401;233,7358785;156,6784175;222,7171492;384,6153846;200,4008016;39,793076;0;40,04805767;39,9840064;39,9840064;78,98894155;0;78,30853563;155,702608;0;78,33920877;148,4780995;76,92307692;40,08016032;119,379228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644,122;1922,307;1879,248;1799,28;2093,207;1859,177;1879,405;1557,026;1168,679;1762,632;1670,379;2115,385;2084,168;1591,723;0;40,048;0;0;0;0;0;0;38,956;0;37,12;38,462;40,08;0;0;120,144;39,984;119,952;157,978;39,557;0;38,926;38,956;78,339;74,239;76,923;0;39,793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,793;40,258;0;39,984;39,984;39,494;39,557;78,309;0;38,956;78,339;0;38,462;40,08;119,379;0;0;0;0;0;0;0;0;0;0;0;0;0;39,793;0;0;0;0;0;0;0;0;0;0;0;0;40,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,984;79,968;197,472;158,228;78,309;77,851;38,956;156,678;259,837;192,308;120,24;278,552
Mato Leitão;4312153;29,75304969;29,20560748;28,55511136;28,01120448;164,2935378;160,9873893;78,94736842;51,54639175;100,8827238;124,595066;95,67089213;70,07708479;45,67252797;132,9198051;29,75304969;0;0;28,01120448;27,3822563;26,83123155;26,31578947;0;100,8827238;24,91901321;23,91772303;0;22,83626399;132,9198051;0;0;0;0;0;0;0;0;0;0;23,91772303;0;0;0;416,543;1051,402;856,653;644,258;465,498;778,106;552,632;1005,155;529,634;697,732;693,614;256,949;639,415;531,679;0;0;0;0;0;0;0;0;0;24,919;0;0;22,836;0;29,753;146,028;28,555;0;54,765;26,831;26,316;0;75,662;74,757;23,918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,382;0;0;0;0;0;0;0;0;0;0;0;114,22;84,034;27,382;53,662;52,632;128,866;75,662;74,757;47,835;46,718;91,345;44,307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,011;0;26,831;0;51,546;0;24,919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,918;0;0;0;0;0;0;0;27,382;0;26,316;51,546;0;74,757;47,835;46,718;0;22,153
Mato Queimado;4312179;0;0;0;0;0;0;0;0;0;0;53,79236148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;353,001;254,453;256,148;156,413;210,305;427,807;380,435;279,174;211,64;268,962;109,111;218,103;266,383;0;0;0;0;0;52,576;0;0;55,835;52,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106,553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,429;0;0;0;52,576;0;0;0;0;0;109,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204,918;0;0;0;0;55,835;0;0;0;0;53,277
Maximiliano de Almeida;4312203;35,64427018;18,00180018;91,12447603;36,94808794;18,75468867;19,04399162;19,3986421;19,71220185;20,0762899;0;40,94165814;0;20,7641196;42,68032437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1301,016;630,063;564,972;868,28;487,622;533,232;678,952;571,654;863,28;657,354;880,246;737,252;705,98;426,803;0;0;0;18,474;0;0;19,399;19,712;0;0;0;0;0;21,34;71,289;90,009;0;36,948;0;0;38,797;0;0;20,542;20,471;40,958;20,764;21,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,471;0;0;0;106,933;216,022;36,45;110,844;93,773;76,176;116,392;98,561;120,458;82,169;122,825;102,396;103,821;42,68;0;0;18,225;0;0;0;0;39,424;20,076;20,542;20,471;0;0;21,34;17,822;0;18,225;0;0;0;0;0;0;0;0;20,479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,349;110,844;37,509;133,308;77,595;157,698;80,305;41,085;245,65;122,875;83,056;21,34
Minas do Leão;4312252;26,74511902;13,28550551;66,08511763;105,2493093;117,9709005;170,1793428;39,23107101;52,24660397;13,04291118;65,4535934;115,3402537;64,20958007;38,25066939;115,0747986;0;0;0;0;0;13,09071868;0;0;0;13,09071868;12,81558375;12,84191601;12,75022313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;922,707;969,842;1810,732;1552,427;1520,514;1623,249;1111,547;1031,87;1095,605;916,35;1499,423;1797,868;1236,772;1304,181;13,373;13,286;0;13,156;13,108;0;13,077;13,062;0;13,091;0;0;38,251;25,572;0;13,286;0;13,156;0;0;0;0;0;0;0;0;12,75;51,144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,373;0;0;0;0;26,181;0;0;0;0;0;12,842;0;0;0;26,571;26,434;26,312;13,108;65,454;52,308;52,247;13,043;52,363;38,447;38,526;51,001;25,572;0;0;0;0;0;26,181;26,154;26,123;13,043;0;51,262;0;51,001;38,358;13,373;13,286;52,868;13,156;0;52,363;13,077;13,062;26,086;13,091;38,447;0;76,501;76,717;0;0;0;0;0;0;0;0;0;0;0;12,842;0;0;0;0;79,302;39,468;39,324;13,091;39,231;26,123;39,129;26,181;76,894;0;38,251;12,786
Miraguaí;4312302;78,98894155;118,623962;19,76675232;19,81767737;59,44125223;99,34432744;119,474313;59,9280863;99,86019573;40,36326942;59,60659646;59,09001379;58,0495356;77,44433688;0;0;0;0;0;19,86886549;0;0;0;20,18163471;0;0;19,3498452;19,36108422;0;0;0;0;0;0;0;0;0;20,18163471;0;0;0;0;1856,24;1265,322;1858,075;1882,679;1723,796;1351,083;1692,553;1658,01;1637,707;1453,078;1291,476;846,957;1354,489;1239,109;19,747;59,312;19,767;19,818;39,628;19,869;0;59,928;19,972;80,727;19,869;19,697;38,7;0;0;98,853;79,067;19,818;59,441;0;59,737;19,976;79,888;60,545;139,082;236,36;154,799;154,889;19,747;0;0;0;0;0;0;0;19,972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,182;0;0;0;0;39,494;158,165;177,901;79,271;39,628;79,475;99,562;59,928;219,692;20,182;19,869;98,483;38,7;77,444;0;0;0;0;0;0;0;59,928;19,972;20,182;19,869;0;0;0;0;0;0;0;0;19,869;0;19,976;0;40,363;0;39,393;77,399;0;0;0;0;0;0;19,869;0;0;0;0;0;19,697;0;0;0;0;118,601;39,635;59,441;0;19,912;39,952;99,86;20,182;178,82;0;58,05;38,722
Montauri;4312351;0;0;0;0;0;122,5490196;184,1620626;0;63,73486297;0;62,61740764;0;0;0;0;0;0;0;0;0;0;0;0;0;62,61740764;65,01950585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652,432;1257,485;361,011;120,627;423,729;428,922;122,775;250,627;63,735;382,166;125,235;715,215;132,45;249,844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60,168;0;0;183,824;0;0;0;0;0;0;0;62,461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,312;0;0;0;60,533;61,275;0;0;0;63,694;0;0;132,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,02;66,225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121,065;183,824;0;0;0;0;125,235;260,078;132,45;0
Monte Alegre dos Campos;4312377;32,5732899;32,50975293;0;0;0;128,0819725;0;31,94888179;63,85696041;0;31,75611305;96,99321048;0;63,31117442;0;0;0;0;0;0;0;0;0;31,62555345;0;0;0;31,65558721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130,293;357,607;258,481;193,424;514,469;512,328;318,471;383,387;510,856;411,132;285,805;808,277;957,854;633,112;0;0;0;32,237;0;0;31,847;0;31,928;0;0;32,331;0;31,656;0;0;32,31;64,475;0;0;0;0;31,928;0;0;32,331;31,928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,847;0;0;63,251;0;32,331;63,857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,847;0;0;0;0;0;0;0;0;0;129,241;32,237;32,154;32,02;95,541;63,898;0;63,251;285,805;96,993;127,714;94,967
Monte Belo do Sul;4312385;0;0;0;0;0;35,62522266;0;72,20216606;73,4484025;34,89183531;0;108,577633;36,39010189;37,53753754;0;0;0;35,36067893;0;35,62522266;0;72,20216606;36,72420125;34,89183531;36,49635036;36,19254434;0;37,53753754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313,37;524,843;914,527;636,492;603,693;534,378;536,673;1155,235;771,208;697,837;474,453;542,888;509,461;1276,276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,174;0;0;0;0;0;36,724;69,784;72,993;0;72,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,511;0;0;0;0;0;0;0;0;0;0;0;105,522;0;142,045;213,751;107,335;0;36,724;104,676;182,482;36,193;36,39;37,538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70,721;35,511;0;0;144,404;0;34,892;0;0;36,39;37,538
Montenegro;4312401;290,4386871;274,5415508;319,8831731;381,8763546;326,7139721;230,6863339;233,6292637;198,5472956;198,4615132;197,3158521;158,4017586;154,9842619;241,4544077;249,5930548;37,41848117;36,95751645;29,5544236;39,56376647;35,7343407;30,30915336;23,36292637;28,12753355;32,80355591;19,56851426;33,94323398;11,18443127;26,82826753;41,85722037;0;3,519763472;1,738495506;1,72016376;0;0;0;0;0;1,630709522;0;1,597775896;1,578133384;3,100534842;2243,327;2571,187;2640,775;2635,291;2251,263;2236,142;2024,231;1960,655;1818,957;1402,41;1233,271;1596,178;1974,245;1578,172;10,691;15,839;10,431;6,881;22,121;8,419;10,013;9,927;9,841;8,154;4,849;15,978;11,047;15,503;124,728;154,87;177,327;103,21;170,164;134,707;85,108;100,928;108,252;61,967;82,434;83,084;124,673;117,82;0;1,76;0;0;0;0;0;0;1,64;0;0;0;0;0;5,345;12,319;0;1,72;3,403;0;3,338;3,309;11,481;0;1,616;0;4,734;1,55;133,637;139,031;92,14;147,934;228,019;165,017;135,171;172,074;157,457;132,087;127,691;94,269;129,407;94,566;21,382;24,638;36,508;44,724;32,331;35,361;35,044;117,474;83,649;68,49;85,666;97,464;86,797;86,815;122,946;151,35;93,879;86,008;100,396;117,869;76,764;175,383;195,181;287,005;510,765;875,581;700,691;407,72;0;1,76;0;0;0;1,684;0;0;0;1,631;3,233;3,196;4,734;0;0;3,52;92,14;44,724;56,154;38,728;20,025;36,4;29,523;57,075;40,409;27,162;45,766;43,407
Mormaço;4312427;0;0;77,45933385;76,54037505;0;0;73,88252678;36,6568915;109,4491062;71,864894;36,20564808;180,4402743;72,51631617;104,3841336;0;0;0;0;37,79289494;0;0;73,31378299;0;0;36,20564808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197,239;429,52;697,134;1109,835;1171,58;635,99;554,119;769,795;401,313;646,784;506,879;433,057;725,163;626,305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,047;38,73;38,27;37,793;37,411;36,941;0;36,483;107,797;72,411;144,352;72,516;139,179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,932;0;0;0;0;0;0;38,73;38,27;37,793;0;0;146,628;72,966;0;144,823;72,176;253,807;104,384;0;0;0;0;0;0;36,941;0;0;0;36,206;0;0;0;0;0;0;0;0;0;0;0;0;35,932;0;0;0;34,795;0;0;0;0;0;0;0;0;0;0;36,206;0;0;0;0;0;38,73;76,54;37,793;112,233;36,941;73,314;36,483;35,932;0;72,176;36,258;104,384
Morrinhos do Sul;4312443;0;0;0;0;58,66823115;0;59,66587112;0;30,61849357;31,37747098;0;0;30,80714726;61,91950464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113,636;200;433,651;348,736;381,344;266,272;149,165;272,562;275,566;313,775;152,858;242,645;215,65;185,759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,571;57,82;116,245;88,002;29,586;0;0;0;0;30,572;30,331;30,807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,123;58,668;59,172;0;0;30,618;31,377;0;30,331;61,614;30,96;0;0;0;0;29,334;0;0;60,569;0;0;0;0;0;30,96;0;0;0;0;29,334;0;29,833;0;0;0;0;0;0;30,96;0;0;28,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,586;0;30,285;0;0;30,572;0;0;30,96
Morro Redondo;4312450;0;0;48,47309743;48,16955684;63,84676776;47,77830865;95,08716323;31,57562362;15,74059499;15,7480315;31,65057762;16,19695497;64,15396953;78,51758794;0;0;16,15769914;0;0;0;0;15,78781181;0;15,7480315;0;32,39390994;0;47,11055276;0;0;0;16,05651895;0;0;0;0;0;0;0;0;0;0;409,098;584,416;597,835;786,769;1101,357;1512,98;1093,502;647,3;739,808;598,425;870,391;745,06;769,848;1240,578;16,364;0;0;0;0;0;0;15,788;0;0;0;0;0;0;0;16,234;16,158;16,057;0;15,926;0;0;15,741;47,244;31,651;80,985;32,077;47,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,704;0;16,234;80,788;32,113;63,847;143,335;79,239;15,788;15,741;125,984;15,825;32,394;0;78,518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,825;0;16,038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,315;0;15,962;63,704;31,696;47,363;15,741;31,496;63,301;64,788;32,077;15,704
Morro Reuter;4312476;38,54307188;38,03727653;75,03282686;92,01324991;181,8512457;143,3178072;88,60535176;104,8951049;69,37218176;16,87478907;49,85044865;66,01749464;82,11528987;64,808814;0;19,01863827;18,75820672;36,80529996;127,295872;71,65890362;88,60535176;34,96503497;69,37218176;67,49915626;49,85044865;49,51312098;32,84611595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250,53;646,634;787,845;570,482;636,479;501,612;549,353;699,301;364,204;674,992;315,72;528,14;952,537;761,504;0;0;0;0;0;0;0;0;0;0;0;0;16,423;0;19,272;19,019;18,758;55,208;54,555;71,659;0;17,483;52,029;50,624;49,85;33,009;16,423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,504;0;0;19,272;19,019;0;55,208;54,555;53,744;53,163;17,483;69,372;33,75;0;33,009;32,846;32,404;0;0;0;0;0;17,915;17,721;0;0;0;16,617;0;0;32,404;0;0;0;0;0;17,915;0;0;0;16,875;16,617;0;16,423;16,202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,403;0;35,829;17,721;17,483;17,343;16,875;0;0;16,423;0
Mostardas;4312500;42,00268817;108,6774787;149,4644192;165,0982334;139,8026316;114,7164864;65,22625357;154,0457273;56,60224792;72,57479236;129,6386323;40,59430056;48,14636495;128,7104819;0;0;0;8,254911672;16,44736842;0;8,153281696;0;0;0;8,10241452;8,118860112;0;0;0;0;0;0;0;0;0;0;0;0;0;8,118860112;0;0;2301,747;2499,582;2590,717;2872,709;2648,026;2843,33;2454,138;2318,794;1981,079;1782,114;1523,254;1704,961;1653,025;2051,323;0;16,72;8,304;0;8,224;0;8,153;0;8,086;16,128;16,205;16,238;8,024;16,089;50,403;25,079;41,518;74,294;24,671;0;16,307;8,108;0;16,128;32,41;73,07;112,342;8,044;0;0;0;0;0;0;0;0;0;0;0;0;8,024;0;0;0;0;0;32,895;0;0;0;0;0;0;0;8,024;0;126,008;91,958;66,429;156,843;148,026;98,328;32,613;121,615;48,516;72,575;113,434;73,07;64,195;64,355;16,801;33,439;8,304;0;65,789;57,358;40,766;97,292;153,635;145,15;40,512;48,713;96,293;72,4;50,403;25,079;24,911;16,51;8,224;57,358;65,226;129,723;80,86;72,575;40,512;64,951;104,317;136,755;0;0;0;0;0;0;0;0;0;0;0;0;0;8,044;0;8,36;132,857;66,039;164,474;98,328;32,613;48,646;72,774;64,511;32,41;8,119;96,293;64,355
Muçum;4312609;83,42022941;166,7361401;62,12466349;165,3575858;144,3894389;185,0709439;102,438025;102,3751024;81,76614881;60,93845216;62,0475698;142,5661914;181,9284415;19,41747573;0;0;0;0;20,62706271;20,56343821;0;0;0;20,31281739;0;0;40,42854255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1397,289;1938,308;2381,445;1860,273;2413,366;2097,471;1700,471;1167,076;1492,232;1076,579;1075,491;1670,061;970,285;1106,796;20,855;20,842;0;0;0;0;20,488;0;0;0;20,683;0;0;0;62,565;41,684;82,833;62,009;20,627;20,563;40,975;20,475;20,442;60,938;144,778;40,733;80,857;19,417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,855;0;0;20,67;61,881;20,563;0;0;0;0;0;0;0;58,252;41,71;41,684;20,708;82,679;61,881;185,071;102,438;20,475;0;182,815;82,73;0;101,071;116,505;0;0;0;20,67;0;0;61,463;0;40,883;0;0;20,367;20,214;0;20,855;104,21;41,416;0;0;0;40,975;20,475;61,325;40,626;62,048;183,299;121,286;135,922;0;20,842;0;0;0;0;0;0;0;0;20,683;0;0;0;0;0;62,125;41,339;61,881;82,254;61,463;0;40,883;20,313;20,683;0;80,857;0
Muitos Capões;4312617;0;0;34,49465333;0;68,56359273;34,18803419;102,0408163;33,92130258;67,79661017;33,65870077;104,7486034;0;0;232,5581395;0;0;34,49465333;0;0;0;0;67,84260516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103,699;862,962;793,377;1307,19;1028,454;1470,085;1054,422;1492,537;2305,085;1682,935;2094,972;1140,684;1673,057;1926,91;0;0;0;0;0;0;0;0;0;0;34,916;69,132;0;0;0;0;103,484;68,799;0;34,188;0;0;0;0;0;34,566;69,711;99,668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,659;0;0;0;0;0;0;0;0;68,564;0;0;33,921;0;33,659;0;69,132;0;66,445;0;0;0;0;0;0;0;0;33,898;33,659;0;34,566;0;0;0;0;0;0;0;0;0;0;0;0;0;69,132;0;66,445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137,979;68,799;0;102,564;102,041;135,685;101,695;67,317;139,665;69,132;104,566;99,668
Muliterno;4312625;55,95970901;55,5247085;0;54,85463522;0;0;54,11255411;53,93743258;0;0;52,19206681;53,13496281;0;157,7287066;0;55,5247085;0;0;0;0;0;0;0;0;0;0;53,21979776;0;0;0;0;0;0;0;0;0;0;0;0;0;53,21979776;0;447,678;499,722;607,735;1151,947;824,629;979,325;432,9;701,187;765,446;692,226;521,921;2391,073;745,077;841,22;55,96;0;0;0;0;0;0;0;0;0;0;0;53,22;0;55,96;0;55,249;0;0;108,814;0;0;0;159,744;104,384;53,135;159,659;52,576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55,96;111,049;0;0;0;0;0;0;164,024;53,248;156,576;106,27;53,22;52,576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,709;109,951;0;0;0;109,349;159,744;52,192;265,675;106,44;0
Não-Me-Toque;4312658;93,58914366;26,42356982;97,98798014;148,5980101;159,3574707;144,7360141;143,1772908;190,9572502;146,1098259;157,5566598;161,2325331;152,0912548;150,4716708;204,1047738;6,684938833;13,21178491;0;6,460783047;31,87149414;18,87861053;12,4501992;30,79955649;36,52745647;24,23948612;47,77260241;17,54899093;28,93685977;34,0174623;0;0;0;0;0;0;0;0;0;0;0;0;0;5,66957705;2192,66;2338,486;2606,48;1893,009;2084,396;1887,861;2328,187;2279,167;2185,559;2060,356;1892,989;1515,063;688,697;941,15;0;0;6,533;0;12,749;0;0;0;0;12,12;0;17,549;5,787;11,339;60,164;125,512;84,923;77,529;70,117;113,272;174,303;67,759;127,846;187,856;244,835;134,542;86,811;124,731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,606;0;6,461;6,374;6,293;12,45;6,16;0;0;0;0;11,575;5,67;147,069;105,694;195,976;161,52;197,603;163,615;62,251;98,559;79,143;78,778;119,432;140,392;104,173;141,739;6,685;0;13,065;6,461;12,749;18,879;49,801;12,32;30,44;42,419;59,716;29,248;57,874;73,705;60,164;19,818;13,065;38,765;12,749;25,171;37,351;67,759;12,176;18,18;95,545;99,444;92,598;85,044;0;0;0;6,461;0;0;0;0;0;0;0;0;5,787;0;0;0;58,793;38,765;95,614;62,929;31,125;30,8;36,527;90,898;53,744;87,745;138,897;107,722
Nicolau Vergueiro;4312674;0;0;0;166,3893511;0;168,9189189;168,3501684;0;57,87037037;56,08524958;57,07762557;0;174,6216531;109,0512541;0;0;0;0;0;0;0;56,81818182;0;0;0;116,2115049;58,20721769;163,5768811;0;0;0;0;0;0;0;56,81818182;0;0;0;0;0;0;385,039;1221,544;1389,661;1275,652;1564,246;1182,432;1683,502;965,909;694,444;1065,62;1312,785;755,375;1047,73;1690,294;0;0;0;0;0;56,306;0;0;0;0;0;116,212;0;0;0;0;0;0;0;0;56,117;0;231,481;56,085;114,155;58,106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,117;0;0;0;0;0;0;0;55,006;0;0;55,463;55,866;112,613;0;113,636;173,611;336,511;57,078;0;0;109,051;0;0;0;0;55,866;0;0;0;0;0;0;0;0;0;0;0;0;0;55,866;0;0;56,818;0;0;0;116,212;0;0;0;0;0;0;0;0;0;0;0;0;57,078;0;0;0;0;0;0;110,926;0;168,919;0;0;57,87;56,085;57,078;174,317;0;54,526
