Mun;CodIBGE;Tx_Roub2002;Tx_Roub2003;Tx_Roub2004;Tx_Roub2005;Tx_Roub2006;Tx_Roub2007;Tx_Roub2008;Tx_Roub2009;Tx_Roub2010;Tx_Roub2011;Tx_Roub2012;Tx_Roub2013;Tx_Roub2014;Tx_Roub2015;Tx_RoubVei2002;Tx_RoubVei2003;Tx_RoubVei2004;Tx_RoubVei2005;Tx_RoubVei2006;Tx_RoubVei2007;Tx_RoubVei2008;Tx_RoubVei2009;Tx_RoubVei2010;Tx_RoubVei2011;Tx_RoubVei2012;Tx_RoubVei2013;Tx_RoubVei2014;Tx_RoubVei2015;Tx_Latro2002;Tx_Latro2003;Tx_Latro2004;Tx_Latro2005;Tx_Latro2006;Tx_Latro2007;Tx_Latro2008;Tx_Latro2009;Tx_Latro2010;Tx_Latro2011;Tx_Latro2012;Tx_Latro2013;Tx_Latro2014;Tx_Latro2015;Tx_Furt2002;Tx_Furt2003;Tx_Furt2004;Tx_Furt2005;Tx_Furt2006;Tx_Furt2007;Tx_Furt2008;Tx_Furt2009;Tx_Furt2010;Tx_Furt2011;Tx_Furt2012;Tx_Furt2013;Tx_Furt2014;Tx_Furt2015;Tx_HomDol2002;Tx_HomDol2003;Tx_HomDol2004;Tx_HomDol2005;Tx_HomDol2006;Tx_HomDol2007;Tx_HomDol2008;Tx_HomDol2009;Tx_HomDol2010;Tx_HomDol2011;Tx_HomDol2012;Tx_HomDol2013;Tx_HomDol2014;Tx_HomDol2015;Tx_FurtVei2002;Tx_FurtVei2003;Tx_FurtVei2004;Tx_FurtVei2005;Tx_FurtVei2006;Tx_FurtVei2007;Tx_FurtVei2008;Tx_FurtVei2009;Tx_FurtVei2010;Tx_FurtVei2011;Tx_FurtVei2012;Tx_FurtVei2013;Tx_FurtVei2014;Tx_FurtVei2015;Tx_ExtoMS2002;Tx_ExtoMS2003;Tx_ExtoMS2004;Tx_ExtoMS2005;Tx_ExtoMS2006;Tx_ExtoMS2007;Tx_ExtoMS2008;Tx_ExtoMS2009;Tx_ExtoMS2010;Tx_ExtoMS2011;Tx_ExtoMS2012;Tx_ExtoMS2013;Tx_ExtoMS2014;Tx_ExtoMS2015;Tx_Exto2002;Tx_Exto2003;Tx_Exto2004;Tx_Exto2005;Tx_Exto2006;Tx_Exto2007;Tx_Exto2008;Tx_Exto2009;Tx_Exto2010;Tx_Exto2011;Tx_Exto2012;Tx_Exto2013;Tx_Exto2014;Tx_Exto2015;Tx_Este2002;Tx_Este2003;Tx_Este2004;Tx_Este2005;Tx_Este2006;Tx_Este2007;Tx_Este2008;Tx_Este2009;Tx_Este2010;Tx_Este2011;Tx_Este2012;Tx_Este2013;Tx_Este2014;Tx_Este2015;Tx_EntTra2002;Tx_EntTra2003;Tx_EntTra2004;Tx_EntTra2005;Tx_EntTra2006;Tx_EntTra2007;Tx_EntTra2008;Tx_EntTra2009;Tx_EntTra2010;Tx_EntTra2011;Tx_EntTra2012;Tx_EntTra2013;Tx_EntTra2014;Tx_EntTra2015;Tx_EntPosse2002;Tx_EntPosse2003;Tx_EntPosse2004;Tx_EntPosse2005;Tx_EntPosse2006;Tx_EntPosse2007;Tx_EntPosse2008;Tx_EntPosse2009;Tx_EntPosse2010;Tx_EntPosse2011;Tx_EntPosse2012;Tx_EntPosse2013;Tx_EntPosse2014;Tx_EntPosse2015;Tx_DelCorrup2002;Tx_DelCorrup2003;Tx_DelCorrup2004;Tx_DelCorrup2005;Tx_DelCorrup2006;Tx_DelCorrup2007;Tx_DelCorrup2008;Tx_DelCorrup2009;Tx_DelCorrup2010;Tx_DelCorrup2011;Tx_DelCorrup2012;Tx_DelCorrup2013;Tx_DelCorrup2014;Tx_DelCorrup2015;Tx_DelArmMun2002;Tx_DelArmMun2003;Tx_DelArmMun2004;Tx_DelArmMun2005;Tx_DelArmMun2006;Tx_DelArmMun2007;Tx_DelArmMun2008;Tx_DelArmMun2009;Tx_DelArmMun2010;Tx_DelArmMun2011;Tx_DelArmMun2012;Tx_DelArmMun2013;Tx_DelArmMun2014;Tx_DelArmMun2015
Caxias do Sul;4305108;474,0831894;457,7376957;598,071678;505,9674102;562,0294812;550,2840023;621,3063638;540,3025785;527,3644023;556,9802414;450,3802586;574,80003;588,2414997;685,21935;150,665373;114,6915799;170,3384628;125,629688;155,1008397;120,0275969;107,1776626;104,3843705;118,2062042;145,2228908;136,3476996;141,9867436;141,1526411;153,1815106;0,525882628;0,771468027;2,264469963;2,955992659;0,964857478;0,945099188;1,157426162;0,680767634;1,335663324;0,877479703;1,29854952;1,49910589;1,265942969;1,470878703;1930,252;2179,654;2309,256;1988,151;1892,327;1842,471;1701,416;1507,446;1478,802;1432,705;1301,796;1285,59;1297,592;1231,546;14,462;12,343;16,103;18,229;21,468;19,847;17,361;19,742;21,371;22,156;22,941;18,632;18,778;17,861;303,171;253,556;302,181;348,314;399,692;354,176;309,264;261,869;384,671;337,61;272,695;303,034;345,813;301,32;0;0;0,252;0,493;0,482;0;0;0,227;0,223;0,219;0,216;0;0,211;0;6,836;7,715;7,045;7,636;5,548;5,434;4,861;4,992;4,897;4,826;4,978;3,855;4,009;3,152;154,347;182,838;158,01;172,187;129,773;163,975;154,401;151,811;138,464;139,519;130,071;127,21;138,621;160,746;19,195;14,915;15,851;19,46;18,574;22,682;27,315;43,569;40,293;69,321;60,599;56,324;49,583;42,025;44,963;44,488;37,993;30,792;39,559;41,584;29,862;33,585;32,501;55,062;54,756;64,676;60,976;47,488;0;0,514;1,258;0;0;0,236;0,231;0,908;0,445;0,877;0,866;1,499;2,321;1,471;0;1,286;79,76;93,114;82,737;69,465;66,436;67,623;56,766;68,663;59,084;57,18;55,701;56,314
Centenário;4305116;31,85727939;0;0;0;32,43593902;32,42542153;0;0;0;32,58390355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541,574;448,862;418,275;420,576;324,359;291,829;359,008;229,208;365,57;260,671;232,558;361,011;488,599;95,908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,352;0;32,425;65,274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95,572;0;64,35;0;0;0;0;0;33,234;0;132,89;32,819;0;31,969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,35;64,704;97,308;0;65,274;0;33,234;97,752;33,223;65,638;32,573;0
Cerrito;4305124;0;87,73212458;73,58351729;44,51699065;74,62686567;75,14277127;30,28467595;30,51571559;77,05347511;15,49426712;158,0028441;78,70297497;64,31902235;97,95918367;0;0;0;0;0;0;0;0;15,41069502;15,49426712;0;0;16,07975559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1162,115;1140,518;1192,053;1261,315;1447,761;1157,199;1120,533;1068,05;785,945;1069,104;1169,221;897,214;836,147;1110,204;0;0;0;14,839;0;0;0;15,258;0;15,494;0;15,741;0;0;29,053;29,244;0;0;0;30,057;0;0;0;30,989;31,601;0;48,239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,411;0;0;0;0;0;14,526;14,622;0;29,678;14,925;45,086;0;30,516;30,821;15,494;0;15,741;32,16;16,327;0;29,244;0;14,839;0;0;0;0;0;15,494;0;0;0;0;29,053;73,11;14,717;14,839;29,851;0;0;15,258;0;0;15,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,15;14,839;0;30,057;15,142;15,258;0;15,494;15,8;31,481;64,319;16,327
Cerro Branco;4305132;0;45,32064355;90,27307606;44,91354143;0;22,39641657;66,87472136;66,83002896;0;45,74565416;93,13154831;0;70,6048482;92,20839096;22,79462047;0;0;0;0;0;0;0;0;22,87282708;0;0;23,5349494;46,10419548;0;0;0;0;0;0;0;0;0;0;0;0;0;23,05209774;638,249;770,451;835,026;718,617;694,289;380,739;624,164;623,747;797,342;548,948;372,526;541,942;635,444;530,198;0;45,321;0;0;22,396;0;22,292;0;22,148;0;0;0;0;0;0;0;45,137;22,457;44,793;67,189;0;0;0;182,983;0;23,563;47,07;46,104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,396;0;0;0;0;0;0;0;0;23,052;68,384;67,981;67,705;44,914;89,586;44,793;22,292;111,383;22,148;45,746;23,283;23,563;23,535;0;22,795;0;0;22,457;22,396;0;0;0;44,297;0;0;0;0;0;0;0;0;0;0;0;22,292;0;0;22,873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135,41;44,914;89,586;0;22,292;44,553;66,445;91,491;23,283;70,688;23,535;23,052
Cerro Grande;4305157;0;76,30675315;114,2857143;38,29950211;38,25554705;38,44675125;0;0;78,86435331;0;0;39,01677721;0;77,36943907;0;0;0;0;0;38,44675125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,26187672;0;379,939;686,761;609,524;651,092;803,366;692,042;230,592;582,072;236,593;657,386;430,866;507,218;667,452;657,64;0;0;38,095;0;38,256;0;38,432;77,61;39,432;0;0;39,017;0;0;75,988;38,153;0;0;38,256;38,447;0;155,219;157,729;0;39,17;78,034;0;38,685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,095;0;0;0;0;0;0;0;0;0;0;0;0;76,307;38,095;153,198;0;38,447;38,432;0;0;0;0;0;78,524;77,369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495,238;0;76,511;38,447;153,728;0;0;116,009;156,678;78,034;0;0
Cerro Grande do Sul;4305173;34,34852301;145,1216789;184,8830886;211,9542179;206,9964811;253,5496957;119,367353;68,27270067;143,6644;28,77145871;38,52080123;133,7920489;103,8617694;144,1753172;0;11,16320607;0;21,19542179;0;10,14198783;9,947279419;19,50648591;9,577626664;0;9,630200308;9,556574924;18,88395808;0;0;0;0;0;10,34982405;0;0;0;0;0;0;0;0;9,611687812;194,642;781,424;1500,816;1473,082;1718,071;1328,6;1054,412;1228,909;1197,203;1256,354;1088,213;974,771;755,358;1076,509;11,45;0;54,377;31,793;41,399;10,142;9,947;9,753;19,155;38,362;0;19,113;18,884;9,612;0;78,142;163,132;180,161;165,597;192,698;109,42;87,779;67,043;115,086;67,411;76,453;122,746;67,282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,163;0;0;10,35;0;9,947;0;0;0;0;0;0;0;34,349;11,163;119,63;95,379;82,799;121,704;69,631;39,013;47,888;0;38,521;57,339;56,652;19,223;0;0;10,875;10,598;0;30,426;9,947;58,519;28,733;28,771;0;47,783;37,768;19,223;11,45;0;0;0;0;30,426;9,947;9,753;0;0;19,26;0;28,326;19,223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239,26;137,77;93,148;111,562;99,473;58,519;114,932;86,314;86,672;47,783;66,094;48,058
Cerro Largo;4305207;53,96238051;68,96023293;136,9341955;67,91427709;82,38466147;22,31810742;51,79813527;29,38151902;65,70302234;29,02336381;80,32715058;29,08033442;58,37711617;35,51136364;7,708911502;7,662248104;15,21491061;0;7,489514679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1557,2;1256,609;1369,342;1448,838;1655,183;1167,981;1339,352;1028,353;846,839;682,049;788,667;879,68;948,628;894,886;15,418;7,662;15,215;0;7,49;7,439;7,4;0;0;7,256;29,21;0;0;0;61,671;107,271;15,215;30,184;52,427;37,197;44,398;29,382;14,601;21,768;58,42;21,81;7,297;99,432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,318;14,799;7,345;7,3;0;0;7,27;7,297;0;107,925;68,96;106,504;158,467;149,79;111,591;140,595;88,145;124,106;79,814;116,839;50,891;43,783;106,534;23,127;7,662;0;30,184;29,958;22,318;14,799;51,418;21,901;36,279;43,815;50,891;43,783;49,716;84,798;53,636;60,86;113,19;67,406;29,757;29,599;66,108;29,201;79,814;51,117;21,81;43,783;42,614;7,709;7,662;0;0;0;7,439;0;0;0;7,256;7,302;0;29,189;7,102;0;0;45,645;83,006;82,385;52,076;44,398;51,418;58,403;50,791;29,21;36,35;72,971;71,023
Chapada;4305306;30,6122449;20,44571662;20,49600328;10,28489149;20,62068254;62,15684243;72,64425073;41,70141785;41,82350481;51,59426272;10,27749229;21,20216262;73,54486237;31,99317479;10,20408163;0;0;0;10,31034127;0;10,3777501;10,42535446;0;0;0;0;10,50640891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;948,98;1012,063;1004,304;1244,472;1103,207;973,791;529,265;907,006;543,706;660,407;349,435;498,251;378,231;618,535;0;10,223;0;0;0;10,359;10,378;0;0;0;10,277;0;0;0;51,02;71,56;40,992;10,285;51,552;31,078;10,378;31,276;41,824;41,275;61,665;21,202;94,558;10,664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,223;0;0;0;10,359;10,378;0;0;0;0;10,601;0;0;40,816;61,337;143,472;61,709;103,103;72,516;62,267;41,701;52,279;61,913;82,22;31,803;73,545;85,315;0;0;0;0;10,31;10,359;10,378;10,425;10,456;0;0;0;0;0;10,204;10,223;0;30,855;0;0;20,756;20,851;20,912;20,638;20,555;10,601;10,506;0;0;0;0;0;0;0;0;0;0;0;0;21,202;0;0;0;0;51,24;61,709;30,931;31,078;72,644;31,276;83,647;123,826;41,11;63,606;31,519;53,322
Charqueadas;4305355;79,54183901;103,0831225;107,464153;111,4457831;144,9747034;125,0690789;114,5147438;109,9179843;77,80371235;118,1968114;81,81297554;87,3839432;73,23225474;102,3293389;3,18167356;3,123730984;6,140808745;0;5,917334832;5,817166458;2,862868594;5,636819706;5,557408025;0;5,454198369;2,730748225;0;2,692877339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1390,391;1867,991;1575,117;1662,651;1579,928;1634,624;1368,451;1488,12;1142,047;821,88;899,943;841,07;989,992;934,428;12,727;6,247;0;9,036;23,669;11,634;5,726;2,818;8,336;13,744;8,181;13,654;18,986;18,85;22,272;34,361;33,774;33,133;32,545;26,177;34,354;39,458;19,451;19,241;8,181;32,769;24,411;26,929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,182;0;3,07;15,06;0;2,909;0;5,637;0;0;0;0;5,425;2,693;79,542;87,464;95,183;45,181;59,173;46,537;65,846;87,371;61,131;87,96;65,45;76,461;89,506;48,472;187,719;137,444;184,224;171,687;159,768;157,063;146,006;188,833;255,641;228,147;449,971;319,498;214,272;226,202;181,355;174,929;187,295;201,807;165,685;142,521;217,578;225,473;269,534;280,374;381,794;480,612;368,874;350,074;3,182;3,124;3,07;6,024;2,959;5,817;2,863;0;2,779;52,226;280,891;300,382;59,671;8,079;0;3,124;36,845;72,289;56,215;40,72;62,983;47,913;47,238;63,222;35,452;43,692;46,109;45,779
Charrua;4305371;26,10284521;0;0;26,0756193;78,84362681;0;80,75370121;27,14440825;110,314396;0;28,91008962;59,06674542;29,25687537;30,88326127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208,823;208,442;364,488;338,983;446,781;506,937;323,015;597,177;496,415;903,444;346,921;413,467;643,651;741,198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,206;0;0;26,076;0;0;0;0;0;0;28,91;0;0;30,883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,076;0;0;0;81,433;27,579;56,465;57,82;88,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,514;0;0;0;0;0;0;0;0;27,144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,105;0;26,281;53,362;0;0;27,579;0;28,91;0;204,798;92,65
Chiapetta;4305405;0;22,46181491;22,62443439;113,7397634;114,7315282;0;70,72135785;23,85496183;24,10800386;24,64268112;0;70,65473387;47,23665564;71,22507123;0;0;0;0;0;0;23,57378595;0;24,10800386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1027,474;1257,862;1040,724;1205,641;757,228;1093,786;1037,247;1312,023;843,78;1133,563;1009,858;1224,682;921,115;522,317;0;0;0;0;22,946;0;0;0;0;0;0;0;0;0;0;44,924;67,873;45,496;45,893;46,544;47,148;0;24,108;0;24,044;0;70,855;47,483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,624;0;0;23,272;0;0;0;0;0;0;23,618;0;156,355;67,385;158,371;204,732;68,839;116,36;23,574;166,985;72,324;98,571;120,221;117,758;0;23,742;0;0;0;0;0;0;0;0;0;0;0;0;94,473;0;44,673;22,462;45,249;45,496;0;0;0;0;0;0;0;23,552;47,237;23,742;0;0;0;0;0;0;23,574;0;0;0;0;0;0;0;0;0;67,873;45,496;68,839;162,904;23,574;95,42;96,432;0;48,088;0;165,328;94,967
Chuí;4305439;55,91798695;165,6238498;109,2100473;108,1860801;125,0670002;176,8972227;87,88890842;209,4240838;69,58942241;71,08583615;106,2322946;71,30124777;299,1377793;500,2587545;0;0;0;0;0;0;0;0;17,3973556;0;0;0;17,59633996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3261,883;3846,154;3221,696;2668,59;2715,741;2777,286;2706,978;2390,925;3183,716;3963,035;3859,773;2299,465;3484,075;3398,309;18,639;0;0;0;17,867;0;17,578;0;0;0;0;35,651;52,789;17,25;130,475;165,624;72,807;54,093;35,733;123,828;123,044;157,068;139,179;106,629;159,348;53,476;228,752;103,502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,397;0;0;0;0;0;167,754;184,026;145,613;144,248;53,6;141,518;175,778;209,424;156,576;266,572;177,054;89,127;105,578;155,253;0;0;0;54,093;0;17,69;0;52,356;17,397;88,857;70,822;53,476;70,385;51,751;0;110,416;72,807;18,031;0;0;281,245;139,616;69,589;124,4;70,822;267,38;70,385;17,25;0;0;0;0;0;0;0;17,452;0;0;17,705;0;17,596;17,25;0;0;127,412;90,155;0;53,069;0;69,808;69,589;35,543;88,527;0;35,193;17,25
Chuvisca;4305447;42,90924694;21,29018522;62,94586655;103,820598;143,6781609;101,2965964;80;79,30214116;19,68891514;119,474313;60,27727547;0;0;58,1733566;0;0;20,98195552;0;0;0;0;0;0;0;20,09242516;0;0;0;0;0;20,98195552;0;0;0;0;0;0;0;0;0;0;0;236,001;766,447;1258,917;872,093;1436,782;1559,968;1020;1288,66;1161,646;1214,656;1145,268;853,513;964,567;756,254;0;0;0;0;0;20,259;0;0;0;0;0;0;0;0;0;21,29;83,928;62,292;20,525;40,519;40;0;78,756;59,737;20,092;19,849;0;38,782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,525;0;0;0;0;0;0;19,849;0;0;21,455;0;0;207,641;123,153;40,519;20;39,651;39,378;59,737;20,092;0;19,685;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;20,982;0;0;0;0;0;0;0;0;0;0;0;21,455;0;0;0;0;0;0;0;0;19,912;20,092;0;0;0;0;0;20,982;20,764;20,525;40,519;80;19,826;137,822;39,825;100,462;59,547;59,055;38,782
Cidreira;4305454;790,960452;839,8379607;684,0205206;841,0275162;582,010582;893,6930803;952,3809524;610,8687029;522,0328574;424,3710215;386,3872789;567,3139865;633,9482869;412,2702816;10,27221366;39,52178638;38,00114003;27,42481031;44,09171076;59,57953868;73,89162562;79,33359778;23,03086135;22,73416187;52,01367217;65,45930613;71,2301446;83,8515827;0;0;9,500285009;0;8,818342152;8,511362669;0;0;0;0;0;7,273256237;7,12301446;0;10868,002;16500,346;13993,92;10457,994;8959,436;10588,135;9523,81;7354,225;7277,752;7077,902;4027,344;4262,128;3796,567;3696,457;41,089;49,402;0;9,142;8,818;17,023;16,42;47,6;30,708;30,312;37,153;29,093;14,246;41,926;123,267;207,489;351,511;301,673;167,549;93,625;147,783;126,934;214,955;272,81;215,485;218,198;263,552;342,394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,511;0;0;7,677;0;7,431;7,273;7,123;13,975;154,083;256,892;218,507;310,815;229,277;323,432;254,516;245,934;153,539;280,388;230,346;254,564;299,167;230,592;82,178;29,641;85,503;127,982;123,457;51,068;139,573;174,534;176,57;189,451;118,888;160,012;170,952;181,678;164,355;217,37;351,511;347,381;291,005;170,227;147,783;269,734;268,693;310,7;312,082;480,035;605,456;377,332;0;0;0;9,142;8,818;0;8,21;15,867;0;7,578;7,431;14,547;7,123;0;0;0;95,003;127,982;79,365;85,114;65,681;63,467;61,416;75,781;96,597;109,099;135,337;76,864
Ciríaco;4305504;19,06941266;19,14975105;134,305449;38,52822192;96,78668215;155,6420233;117,5318315;39,5256917;99,58175662;59,96402159;140;162,9659809;353,2100561;214,7766323;19,06941266;0;19,18649271;19,26411096;19,35733643;19,45525292;0;59,28853755;79,6654053;19,9880072;40;40,74149521;83,10824849;85,91065292;0;0;0;0;0;0;0;19,76284585;0;0;0;0;0;0;1430,206;2125,622;1688,411;2754,768;2380,952;2217,899;2056,807;1561,265;1473,81;1639,017;2200;2383,377;1537,503;2061,856;38,139;19,15;19,186;19,264;19,357;19,455;19,589;39,526;59,749;0;20;20,371;0;21,478;19,069;95,749;191,865;211,905;154,859;58,366;58,766;59,289;39,833;59,964;60;101,854;20,777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362,319;76,599;38,373;38,528;38,715;116,732;97,943;39,526;39,833;59,964;120;81,483;124,662;42,955;0;0;0;0;19,357;0;0;0;19,916;0;0;0;0;0;19,069;0;0;0;0;19,455;0;0;39,833;0;20;0;20,777;42,955;0;0;0;0;0;0;0;19,763;0;19,988;20;0;0;0;0;19,15;153,492;96,321;193,573;97,276;58,766;98,814;258,913;199,88;240;162,966;228,548;171,821
Colinas;4305587;40,63388866;0;0;0;121,5066829;161,9433198;0;0;41,32231405;77,54943777;72,93946025;71,1997152;69,3481276;0;0;0;40,43671654;0;0;0;40,51863857;0;0;0;0;0;0;35,63791875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203,169;807,754;1091,791;1417,004;729,04;931,174;972,447;1752,241;991,736;814,269;948,213;1174,795;762,829;819,672;0;0;0;0;0;40,486;40,519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,322;0;36,47;0;34,674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,634;0;0;0;40,502;0;40,519;0;41,322;38,775;36,47;35,6;34,674;35,638;0;0;0;0;0;40,486;0;40,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,6;34,674;0;0;0;0;0;0;0;0;0;0;0;36,47;0;0;0;0;0;80,873;0;0;0;40,519;40,75;0;38,775;0;35,6;0;0
Colorado;4305603;50,17561465;25,4906959;51,78663905;0;0;0;0;0;0;0;0;29,62085308;29,73535534;179,910045;0;0;0;0;0;0;0;0;28,16901408;0;0;29,62085308;0;119,94003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903,161;688,249;725,013;870,942;1258,03;569,723;466,52;611,961;591,549;526,008;1014,199;503,555;713,649;779,61;0;0;0;0;0;0;0;0;0;0;0;0;0;29,985;25,088;0;0;26,392;80,3;81,389;54,885;0;0;0;144,886;0;29,735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,088;25,491;25,893;0;53,533;54,259;0;55,633;56,338;29,223;231,817;118,483;59,471;59,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,767;27,13;27,442;0;0;0;0;59,242;0;29,985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,442;27,816;0;58,445;86,931;29,621;0;0
Condor;4305702;106,7235859;121,3776362;257,0694087;120,6818525;75,09762691;74,74958888;29,87750224;59,47071067;74,6937556;61,65228113;82,90499088;66,11570248;32,97065612;49,9001996;15,24622656;15,17220452;15,12172993;0;0;14,94991778;0;0;29,87750224;15,41307028;0;16,52892562;0;16,63339987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;823,296;1456,532;1859,973;2096,847;1231,601;1375,392;866,448;1129,944;1015,835;1186,806;994,86;925,62;989,12;1230,872;30,492;0;0;15,085;0;0;0;0;0;0;0;0;0;0;30,492;15,172;75,609;45,256;30,039;29,9;29,878;44,603;0;0;66,324;0;16,485;49,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,085;0;0;0;59,471;0;0;0;0;0;16,633;198,201;136,55;211,704;90,511;150,195;209,299;119,51;148,677;89,633;92,478;99,486;115,702;98,912;66,534;0;0;15,122;15,085;15,02;0;14,939;0;0;0;0;33,058;0;0;15,246;30,344;0;15,085;15,02;29,9;0;0;0;15,413;16,581;0;16,485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,633;0;0;211,704;120,682;30,039;89,7;59,755;89,206;14,939;77,065;132,648;49,587;32,971;83,167
Constantina;4305801;90,3795943;110,4085115;139,7624039;59,93407252;79,88815658;39,96003996;49,97001799;159,9680064;80,14425967;19,86097319;39,37007874;68,02721088;77,82101167;39,15426782;0;0;0;0;0;0;19,9880072;0;0;0;0;0;0;0;0;0;0;9,989012087;0;0;0;0;0;0;0;0;0;0;1245,23;1224,531;1028,252;1568,275;1188,336;1278,721;1049,37;1069,786;861,551;595,829;797,244;758,017;593,385;714,565;10,042;0;9,983;0;19,972;9,99;9,994;19,996;10,018;0;19,685;19,436;9,728;9,789;30,127;40,149;29,949;39,956;99,86;59,94;49,97;69,986;40,072;19,861;68,898;58,309;38,911;68,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,93;9,99;0;19,996;0;0;0;0;0;0;70,295;20,074;89,847;129,857;49,93;49,95;29,982;39,992;30,054;69,513;78,74;48,591;68,093;48,943;10,042;20,074;9,983;0;19,972;9,99;0;0;20,036;9,93;19,685;29,155;58,366;9,789;10,042;70,26;49,915;9,989;0;49,95;9,994;39,992;10,018;29,791;19,685;9,718;97,276;0;0;0;0;0;9,986;0;0;0;0;0;0;0;0;0;0;0;69,881;49,945;109,846;19,98;49,97;69,986;60,108;59,583;78,74;9,718;38,911;29,366
Coqueiro Baixo;4305835;0;62,57822278;0;0;0;125,6281407;0;0;0;64,43298969;0;0;0;70,37297678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124,378;625,782;748,13;933,416;626,566;753,769;690,521;504,414;515,796;322,165;704,225;325,945;455,433;1196,341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70,373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,228;0;0;0;63,052;0;0;128,041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,344;62,228;62,657;62,814;0;0;0;128,866;0;0;65,062;211,119
